"MLS #","#Pics","Pics","VirTr","Status","Address","Price","DOM","Lot (SqFt)","City","Class","Age","Property Type","$/SqFt","1/4 Baths","3/4 Baths","Address 2","Annual Rent","Annual Salary","Annual Tax Amount","Area","Area #","Beds","Building Name","Building Number","Building Unit Total","Capitalization Rate","Cash To Assume","City Limits (Y/N)","City Transfer Tax?","Country","County","Days On Market","Current Rent","Date Available","County ID","Elementary School District","Elementary School","Half Baths","High School","High School District","HOA Document Fee","HOA Exist Y/N","HOA Fee","HOA Fee Frequency","HOA Name Text","Lot Acres","Lot Size Area Max Search","Lot Size Area Maximum Units","Lot Size Area Min Search","Lot Size Source","LotSize SqFt County","Max # of Units in Building","Max # of Units in Complex","Middle School","PriceRangeLow","Rent List Price","Sale Price","Sale Price Per SqFt","State","Yard SqFt","Year Built","Zip Code"
"ML81837351","37","https://mlslmedia.azureedge.net/property/MLSL/81837351/959c7bcd46ea4269ab00cb95694b2c43/2/1?preset=thumb","https://travis-m-turner-photography.seehouseat.com/1807958","A","8490 Dover Drive","$995,000","0","18,484","Granite Bay","RE","16","Single Family Home","$285.67",,,,,,,"Other Area","999","4",,,,,,,,,"Placer","0",,,"31","Eureka Union",,"1",,"Roseville Joint Union High",,"No",,,,"0.4243",,"Square Feet",,"Tax","18,484.00",,,,,,,,"CA",,"2005","95746"
"ML81841484","49","https://mlslmedia.azureedge.net/property/MLSL/81841484/cb53ce348d34414b88759953ea630afe/2/1?preset=thumb","http://www.4129cranfordcir.com/","A","4129 Cranford Circle","$2,100,000","0","6,059","San Jose","RE","44","Single Family Home","$819.99",,,,,,,"Cambrian","14","5",,,,,,"Yes","Yes",,"Santa Clara","1",,,"43","Cambrian Elementary","Farnham Charter",,"Leigh High","Campbell Union High",,"No",,,,"0.1391",,"Square Feet",,"Tax","6,059.00",,,"Price Charter Middle",,,,,"CA",,"1977","95124"
"BA321027637","25","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/24/89ccaf82-fe47-437e-93ab-8b1892d830f6.jpg?preset=thumb","https://www.youtube.com/embed/itiNLArLAq0","A","2475 Darla Drive","$549,000","0","7,640","Santa Rosa","RE","0","Single Family Home","$325.24","0","0",,,,,"Santa Rosa-Northwest","25115","3",,,,,,,,,"Sonoma","0","0",,"49",,,"0",,,,"No",,,,"0.1754","7,640.00","Square Feet","7,640.00","Tax",,"0",,,,,,"325.24","CA",,"1979","95401"
"ME221043294","32","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/7f5b3a8d-b850-4ff8-aeb9-0cef3fe7fab3.jpg?preset=thumb","https://player.vimeo.com/external/543452606.hd.mp4?s=1f835b3754ed741cc4587486149b79d7a0239880&profile_id=174","A","743 Hawes Lane","$685,000","0","9,500","Ripon","RE","0","Single Family Home","$279.14","0","0",,,,,"Ripon","20508","3",,,,,,,,,"San Joaquin","0","0",,"39","Ripon Unified",,"1",,"Ripon Unified",,"No",,,,"0.2181","9,500.00","Square Feet","9,500.00","Tax",,"0",,,,,,"279.14","CA",,"1988","95366"
"EB40947832","32","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947832/0/120/90/3778d3a9f96b5bb4c3f2507931cdb40c/1/e9b571c2cf2a5429b0f9e4dfd00f48ea/40947832.JPG","http://listings.nextdoorphotos.com/214erubysteet/?mls","A","214 E Ruby","$510,000","0","4,500","Oakley","RE","57","Single Family Home","$393.52",,,,,,,"Oakley","6300","4",,,,,,,"No",,"Contra Costa","0",,,"7",,,,,,,"No",,,,"0.1000","4,500.00","Square Feet","4,500.00",,,,,,,,,,"CA",,"1964","94561"
"ME221043763","19","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/30/a7a010e4-0737-435c-87ac-7940fd9dc107.jpg?preset=thumb",,"A","4958 Bay View Circle","$729,900","0","8,059","Stockton","RE","0","Single Family Home","$273.58","0","0",,,,,"Other Area","20708","4",,,,,,,,,"San Joaquin","0","0",,"39","Lincoln Unified",,"0",,"Lincoln Unified",,"Yes","$164","Quarterly",,"0.1850","8,059.00","Square Feet","8,059.00","Tax",,"0",,,,,,"273.58","CA",,"2001","95219"
"CRSN21085700","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://crep.view.property/1823652?idx=1","A","30 Hidden Mine Road","$649,000","0","436,036","Other City","RE","16","Single Family Home",,,,,,,,"Other Area",,"3",,,,,,,,,"Butte","0",,,"4",,,"1",,,,"No","$0",,,"10.0100",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2005","95965"
"TM21-725754","47","https://mediaservice.themls.com/large/21-725754/21-725754_00571f82-3ce7-45ee-92bc-020dbc54cb8b.jpg?preset=thumb",,"A","2620 Ivan Hill Terrace","$2,875,000","0","10,094","Los Angeles","RE",,"Single Family Home",,,"0",,,,,"Other Area",,"4",,,,,,,,,,"0",,,"19",,,"1",,,,"No",,,,"0.2317",,,,"Tax",,,,,,,,,"CA",,"1926","90039"
"ME221038801","20","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/21/56d12b2f-5f32-4f5d-a6f7-669319668428.jpg?preset=thumb",,"A","121 Bonita Avenue","$324,950","0","3,500","Turlock","RE","0","Single Family Home","$324.30","0","0",,,,,"Turlock SE, So of Canal, E of Lander Rd","20303","3",,,,,,,,,"Stanislaus","0","1,400",,"50","Turlock Unified",,"0",,"Turlock Unified",,"No",,,,"0.0803","3,500.00","Square Feet","3,500.00","Tax",,"0",,,,,,"324.30","CA",,"1928","95380"
"ME221037636","29","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/27/9231c562-7710-43aa-a7f6-1a2babb8f15c.jpg?preset=thumb","https://2458knollwooddrive.golyon.com/tour","A","2458 Knollwood Drive","$566,000","0","13,504","Cameron Park","RE","0","Single Family Home","$315.14","0","0",,,,,"Greater Cameron Park","12601","3",,,,,,,,,"El Dorado","0","0",,"9",,,"0",,"El Dorado Union High",,"No",,,,"0.3100","13,504.00","Square Feet","13,504.00","Tax",,"0",,,,,,"315.14","CA",,"1984","95682"
"ME221027149","46","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/9ed31b50-c9ed-4c96-9437-fa582a51d025.jpg?preset=thumb","https://tour.tpgtours.com/public/vtour/display/1824696?idx=1#!/","A","9194 Saddle Ridge Way","$790,000","0","10,842","Fair Oaks","RE","0","Single Family Home","$280.14","0","0",,,,,"Fair Oaks","10628","3",,,,,,,,,"Sacramento","0","0",,"34","San Juan Unified",,"0",,"San Juan Unified",,"Yes","$50","Annually","Rolling West HOA Association","0.2489","10,842.00","Square Feet","10,842.00","Tax",,"0",,,,,,"280.14","CA",,"1981","95628"
"ML81841491","32","https://mlslmedia.azureedge.net/property/MLSL/81841491/08d9df6498424f1faf98a014251e2801/2/1?preset=thumb",,"A","4882 Miramar Avenue","$1,299,000","0","5,516","San Jose","RE","65","Single Family Home","$1,093.43",,,,,,,"Cupertino","18","3",,,,,,,,,"Santa Clara","1",,,"43","Cupertino Union",,,,"Fremont Union High",,"No",,,,"0.1266",,"Square Feet",,"Tax","5,516.00",,,,,,,,"CA",,"1956","95129"
"ME221041270","41","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/175b3d12-f948-4309-9515-edbff46bb949.jpg?preset=thumb","https://fusion.realtourvision.com/idx/886930","A","1321 Kerslake Circle","$549,000","0","5,250","Folsom","RE","0","Single Family Home","$413.72","0","0",,,,,"Folsom & Vicinity","10630","3",,,,,,,,,"Sacramento","0","0",,"34",,,"0",,,,"No",,,,"0.1205","5,250.00","Square Feet","5,250.00","Tax",,"0",,,,,,"413.72","CA",,"2000","95630"
"ML81841489","49","https://mlslmedia.azureedge.net/property/MLSL/81841489/5924f9fa9f104e18b7064f58d01ffd7d/2/1?preset=thumb",,"A","4215 Wessex Drive","$948,000","0","5,565","San Jose","RE","44","Single Family Home","$718.18",,,,,,,"Blossom Valley - SCC","12","3",,,,,,"Yes","Yes",,"Santa Clara","1",,,"43","San Jose Unified","Terrell Elementary",,"Gunderson High","San Jose Unified",,"No",,,,"0.1278",,"Square Feet",,"Tax","5,565.00",,,"John Muir Middle",,,,,"CA",,"1977","95136"
"BA321030421","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://tour.TPGtours.com/1824682","A","219 Essex Way","$685,000","0","9,148","Benicia","RE","0","Single Family Home","$378.04","0","0",,,,,"Benicia 1","25112","4",,,,,,,,,"Solano","0","0",,"48",,,"0",,,,"No",,,,"0.2100","9,148.00","Square Feet","9,148.00","Tax",,"0",,,,,,"378.04","CA",,"1975","94510"
"ML81833860","66","https://mlslmedia.azureedge.net/property/MLSL/81833860/a25fd010fdf04b70978502c9267ae170/2/1?preset=thumb","https://www.cbhometour.com/1720-Karameos-Drive-Sunnyvale-CA-94087/index.html","A","1720 Karameos Drive","$2,575,000","0","8,630","Sunnyvale","RE","59","Single Family Home","$1,204.40",,,,,,,"Sunnyvale","19","4",,,,,,,,,"Santa Clara","0",,,"43","Cupertino Union","West Valley Elementary",,"Homestead High","Fremont Union High",,"No",,,,"0.1981",,"Square Feet",,"Tax","8,630.00",,,"Cupertino Middle",,,,,"CA",,"1962","94087"
"EB40947838","0","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947838/0/120/90/03b53f5f1f777d5d2d6f6f82fe7cd173/1/622bafef77d81faef9b104821e54a4a1/40947838.JPG",,"A","4564 Cove Lane","$649,000","0","6,000","Discovery Bay","RE","30","Single Family Home","$268.18",,,,,,,"Discovery Bay","6600","3",,,,,,,"No",,"Contra Costa","0",,,"7",,,"1",,,,"No",,,,"0.1377","6,000.00","Square Feet","6,000.00",,,,,,,,,,"CA",,"1991","94514"
"ML81841474","20","https://mlslmedia.azureedge.net/property/MLSL/81841474/6413f00ef6944768ad521a6ede5ce580/2/1?preset=thumb","https://1062CastletonWay39858.f8re.com/","A","1062 Castleton Way","$2,100,000","0","6,641","Sunnyvale","RE","48","Single Family Home","$993.85",,,,,,,"Sunnyvale","19","4",,,,,,,,,"Santa Clara","1",,,"43","Santa Clara Unified","Laurelwood Elementary",,"Adrian Wilcox High","Santa Clara Unified",,"No",,,,"0.1525",,"Square Feet",,"Tax","6,641.00",,,"Marian A. Peterson Middle",,,,,"CA",,"1973","94087"
"CRPW21091499","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","6128 Graywood Avenue","$759,900","0","5,457","Lakewood","RE","76","Single Family Home",,,,,,,,"28 - Lakewood City","31249","3",,,,,,,,,"Los Angeles","0",,,"19",,,,,"Bellflower Unified",,"No","$0",,,"0.1253",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1945","90712"
"ME221033409","26","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/28/d25260f6-a7d5-4f36-b83d-6c403ac97a31.jpg?preset=thumb","https://my.matterport.com/show/?m=evwB5PMzT3Y&mls=1","A","2140 48th Avenue","$339,000","0","6,534","Sacramento","RE","0","Single Family Home","$322.24","0","0",,,,,"Sacto South Land Park/Greenhaven","10822","3",,,,,,,,,"Sacramento","0","0",,"34",,,"0",,,,"No",,,,"0.1500","6,534.00","Square Feet","6,534.00","Tax",,"0",,,,,,"322.24","CA",,"1958","95822"
"ME221041503","40","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/9761f3af-65d6-45c8-a959-b180be0da23f.jpg?preset=thumb",,"A","13306 Harbor","$450,000","0","6,456","Waterford","RE","0","Single Family Home","$228.31","0","0",,,,,"Waterford & Hickman","20207","4",,,,,,,,,"Stanislaus","0","0",,"50","Waterford Unified",,"0",,"Waterford Unified",,"Yes","$1,070","Annually",,"0.1482","6,456.00","Square Feet","6,456.00","Tax",,"0",,,,,,"228.31","CA",,"2007","95386"
"ME221043695","51","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/30/f4865491-cbe1-4128-9fac-c53b2cf65ce1.jpg?preset=thumb","http://vtours.k-robbdesigns.com/cp/18481-pilot-court-lathrop/","A","18481 Pilot Court","$675,000","0","4,513","Lathrop","RE","0","Single Family Home","$292.97","0","0",,,,,"Lathrop","20507","4",,,,,,,,,"San Joaquin","0","0",,"39",,,"0",,,,"No",,,,"0.1036","4,513.00","Square Feet","4,513.00","Tax",,"0",,,,,,"292.97","CA",,"2015","95330"
"BA321027592","40","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/20/04524af1-dcad-419b-ac87-87dab2fa89fd.jpg?preset=thumb","https://animoto.com/play/eu7UNuVzOlQZOSJdeUZqCw","A","4657 Bridle Trail","$850,000","0","9,801","Santa Rosa","RE","0","Single Family Home","$495.63","0","0",,,,,"Santa Rosa-Southeast","25118","3",,,,,,,,,"Sonoma","0","0",,"49",,,"0",,,,"No",,,,"0.2250","9,801.00","Square Feet","9,801.00","Tax",,"0",,,,,,"495.63","CA",,"1955","95409"
"ML81841537","49","https://mlslmedia.azureedge.net/property/MLSL/81841537/23444a6f9f564ad4bb976a5a46c26ed9/2/1?preset=thumb","https://www.tourfactory.com/2865567","A","200 Mcmahon Road","$1,324,800","0","307,098","Hollister","RE","21","Single Family Home","$450.46",,,,,,,"San Benito - N. County","180","3",,,,,,,"No",,"San Benito","0",,,"35","North County Joint Union Elementary",,"1",,"San Benito High",,"No",,,,"7.0500",,"Square Feet",,"Tax","307,098.00",,,,,,,,"CA",,"2000","95023"
"ME221029064","35","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/34d56f14-53f4-4e06-a72f-39d9b24e6ad1.jpg?preset=thumb","https://player.vimeo.com/video/543494145","A","5500 Manzanita Avenue","$349,000","0","6,534","Carmichael","RE","0","Single Family Home","$227.51","0","0",,,,,"Carmichael","10608","3",,,,,,,,,"Sacramento","0","0",,"34","San Juan Unified",,"1",,"San Juan Unified",,"No",,,,"0.1500","6,534.00","Square Feet","6,534.00","Tax",,"0",,,,,,"227.51","CA",,"1962","95608"
"BA321023124","7","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/28/6179d853-3ca6-470b-89ac-ef8802a1d103.jpg?preset=thumb","http://377standrews.com/","A","377 Saint Andrews Drive","$2,350,000","0","19,031","Napa","RE","0","Single Family Home","$910.85","0","0",,,,,"Napa","25063","3",,,,,,,,,"Napa","0","0",,"28",,,"0",,,,"No",,,,"0.4369","19,031.00","Square Feet","19,031.00","Tax",,"0",,,,,,"910.85","CA",,"2021","94558"
"ML81841525","36","https://mlslmedia.azureedge.net/property/MLSL/81841525/daf638ba1821402e98046a4c2192f2d0/2/1?preset=thumb",,"A","4070 Payne Avenue","$1,099,888","0","6,000","San Jose","RE","63","Single Family Home","$961.44",,,,,,,"Campbell","15","3",,,,,,,,,"Santa Clara","0",,,"43","Moreland Elementary","George C. Payne Elementary",,"Prospect High","Campbell Union High",,"No",,,,"0.1377",,"Square Feet",,"Other","6,116.00",,,"Moreland Middle",,,,,"CA",,"1958","95117"
"BA321023123","8","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/28/99ad588e-0ded-44f6-8542-433fff75e414.jpg?preset=thumb","http://371standrews.com/","A","371 Saint Andrews","$2,395,000","0","19,528","Napa","RE","0","Single Family Home","$928.29","0","0",,,,,"Napa","25063","3",,,,,,,,,"Napa","0","0",,"28",,,"0",,,,"No",,,,"0.4483","19,528.00","Square Feet","19,528.00","Tax",,"0",,,,,,"928.29","CA",,"2021","94558"
"CRIG21091513","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","29599 Edgemere Way","$499,900","0","6,534","Menifee","RE","4","Single Family Home",,,,,,,,"Other Area",,"3",,,,,,,,,"Riverside","0",,,"33",,,,,"Perris Union High",,"Yes","$185","Monthly","The Lakes","0.1500",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2017","92584"
"ML81841536","25","https://mlslmedia.azureedge.net/property/MLSL/81841536/c7d89b2d97c1415d9b8b3f1f9532ca28/2/1?preset=thumb","https://youtu.be/kYldQ2SySg0","A","360 Hazel Avenue","$1,295,000","0","5,000","San Bruno","RE","56","Single Family Home","$647.50",,,,,,,"Huntington Park","504","3",,,,,,"Yes",,,"San Mateo","0",,,"41","San Bruno Park Elementary",,,,"San Mateo Union High",,"No",,,,"0.1148",,"Square Feet",,"Tax","5,000.00",,,,,,,,"CA",,"1965","94066"
"CRIG21091508","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","29160 Bouris Drive","$457,300","0","7,405","Menifee","RE","9","Single Family Home",,,"1",,,,,"Other Area",,"3",,,,,,,,,"Riverside","0",,,"33",,,,,"Perris Union High",,"Yes","$185","Monthly","The Lakes","0.1700",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2012","92584"
"ME221042192","56","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/28/3950bcc3-2de9-4772-b3e8-acce85de44b5.jpg?preset=thumb","https://link.edgepilot.com/s/29d82335/6YDfHBdrB0mjiYWIfXQ82w?u=https://39pixelsphoto.com/3d-virtual-tour/2285-capistrano-street-manteca-ca/fullscreen-nobrand/","A","2285 Capistrano Street","$630,000","0","8,427","Manteca","RE","0","Single Family Home","$245.81","0","0",,,,,"Manteca South","20501","4",,,,,,,,,"San Joaquin","0","0",,"39","Manteca Unified",,"0",,"Manteca Unified",,"No",,,,"0.1935","8,427.00","Square Feet","8,427.00","Seller",,"0",,,,,,"245.81","CA",,"2006","95337"
"CNSR21089740","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=tXWYpG4t2bh&mls=1","A","2801 Stokes Canyon Road","$3,499,000","0","223,393","Calabasas","RE","31","Single Family Home",,,,,,,,"CLB - Calabasas","30274","5",,,,,,,,,"Los Angeles","0",,,"19",,,"1",,,,"No","$0",,,"5.1284",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1990","91302"
"CC40947695","29","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947695/0/120/90/2fbffd78f2689d67014fcced7381a56f/1/193d1443db118af26322946eb7bda4d4/40947695.JPG","https://www.tourfactory.com/idxr2857783","A","146 Blackstone","$1,299,000","0","5,230","Danville","RE","26","Single Family Home","$818.01",,,,,,,"Danville","4500","3",,,,,,,"No",,"Contra Costa","1",,,"7",,,,,,,"Yes","$84","Monthly",,"0.1200","5,230.00","Square Feet","5,230.00",,,,,,,,,,"CA",,"1995","94506-1345"
"BE40947818","6","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947818/0/120/90/0f62c40e1aa7e458a718d7dc69cf66d2/1/19376df9be2ebc0ef69adcb3ca37789e/40947818.JPG",,"A","1104 Lillian Dr","$439,800","0","6,098","Modesto","RE","44","Single Family Home","$255.70",,,,,,,"Other Area","9917","4",,,,,,,"No",,"Stanislaus","1",,,"50",,,,,,,"No",,,,"0.1400","6,098.00","Square Feet","6,098.00",,,,,,,,,,"CA",,"1977","95355"
"ME221043586","1","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/f70762c6-8609-4ac1-b6ae-0fbbcb41ebbe.jpg?preset=thumb","http://www.circlepix.com/home2/U7K22Q/10019-Campora-Way-Stockton-CA-17045500","A","10019 Campora Way","$549,900","0","6,534","Stockton","RE","0","Single Family Home","$225.37","0","0",,,,,"Other Area","20708","4",,,,,,,,,"San Joaquin","0","0",,"39","Stockton Unified",,"0",,"Stockton Unified",,"Yes","$280","Annually",,"0.1500","6,534.00","Square Feet","6,534.00","Tax",,"0",,,,,,"225.37","CA",,"1999","95209"
"CNSR21089689","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","42531 Camden Way","$539,990","0","9,280","Lancaster","RE","8","Single Family Home",,"0","0",,,,,"LAC - Lancaster","31257","5",,,,,,,,,"Los Angeles","0",,,"19",,,"0",,,,"No","$0",,,"0.2130",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2013","93536"
"BE40944048","2","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40944048/0/120/90/5450c77f48f03f54be32af26e1ffc73c/1/4da4fd024ae8cc06cabae117372c848b/40944048.JPG",,"A","2336 Farley St","$849,900","0","5,130","Castro Valley","RE","74","Single Family Home","$567.36",,,,,,,"Castro Valley","3300","3",,,,,,,"No",,"Alameda","0",,,"1",,,"0",,,,"No",,,,"0.1200","5,130.00","Square Feet","5,130.00",,,,,,,,,,"CA",,"1947","94546"
"ML81841510","32","https://mlslmedia.azureedge.net/property/MLSL/81841510/3adafe367b714f25888835e6c9dd34a6/2/1?preset=thumb",,"A","726 Lourence Court","$649,999","0","5,681","Tracy","RE","29","Single Family Home","$355.97",,,,,,,"Tracy","9901","3",,,,,,"Yes",,,"San Joaquin","1",,,"39","Tracy Joint Unified",,"1",,"Tracy Joint Unified",,"No",,,,"0.1300",,"Square Feet",,"Tax","5,681.00",,,,,,,,"CA",,"1992","95376"
